地面站标识,卫星标识,开始建链时间,结束建链时间,开始跟踪时间,结束跟踪时间,是否馈电,最大仰角,任务执行日期,圈次,升降轨标识,优先级
'北京-1','卫星-1',2973,4043,2953,4063,'是','*',1,'*','*',
'北京-1','卫星-1',9455,10623,9435,10643,'是','*',1,'*','*',
'北京-1','卫星-1',16345,17058,16325,17078,'是','*',1,'*','*',
'北京-1','卫星-1',43968,45037,43948,45057,'是','*',1,'*','*',
'北京-1','卫星-1',50501,51669,50481,51689,'是','*',1,'*','*',
'北京-1','卫星-1',57174,57916,57154,57936,'是','*',1,'*','*',
'北京-1','卫星-1',88042,89048,88022,89068,'是','*',2,'*','*',
'北京-1','卫星-1',94465,95648,94445,95668,'是','*',2,'*','*',
'北京-1','卫星-1',101269,102120,101249,102140,'是','*',2,'*','*',
'北京-1','卫星-1',129006,130008,128986,130028,'是','*',2,'*','*',
'北京-1','卫星-1',135519,136702,135499,136722,'是','*',2,'*','*',
'北京-1','卫星-1',142158,143024,142138,143044,'是','*',2,'*','*',
'北京-1','卫星-1',173123,174046,173103,174066,'是','*',3,'*','*',
'北京-1','卫星-1',179484,180670,179464,180690,'是','*',3,'*','*',
'北京-1','卫星-1',186215,187170,186195,187190,'是','*',3,'*','*',
'北京-1','卫星-1',214051,214964,214031,214984,'是','*',3,'*','*',
'北京-1','卫星-1',220539,221726,220519,221746,'是','*',3,'*','*',
'北京-1','卫星-1',227152,228114,227132,228134,'是','*',3,'*','*',
'北京-1','卫星-1',258221,259037,258201,259057,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',3012,4177,2992,4197,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',9618,10729,9598,10749,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',16644,17155,16624,17175,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',37349,38162,37329,38182,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',43843,45013,43823,45033,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',50417,51518,50397,51538,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',57133,57628,57113,57648,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',81854,82523,81834,82543,'是','*',1,'*','*',
'哈尔滨-1','卫星-1',88054,89192,88034,89212,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',94610,95755,94590,95775,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',101538,102223,101518,102243,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',122400,123084,122380,123104,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',128867,130013,128847,130033,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',135430,136568,135410,136588,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',142099,142769,142079,142789,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',166996,167489,166976,167509,'是','*',2,'*','*',
'哈尔滨-1','卫星-1',173105,174206,173085,174226,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',179610,180780,179590,180800,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',186460,187273,186440,187293,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',207468,207978,207448,207998,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',213894,215004,213874,215024,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',220446,221610,220426,221630,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',227085,227884,227065,227904,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',252222,252380,252202,252400,'是','*',3,'*','*',
'哈尔滨-1','卫星-1',258165,259200,258145,259220,'是','*',3,'*','*',
'酒泉-1','卫星-1',3248,3910,3228,3930,'是','*',1,'*','*',
'酒泉-1','卫星-1',9450,10606,9430,10626,'是','*',1,'*','*',
'酒泉-1','卫星-1',16054,17148,16034,17168,'是','*',1,'*','*',
'酒泉-1','卫星-1',44091,44709,44071,44729,'是','*',1,'*','*',
'酒泉-1','卫星-1',50497,51654,50477,51674,'是','*',1,'*','*',
'酒泉-1','卫星-1',57069,58163,57049,58183,'是','*',1,'*','*',
'酒泉-1','卫星-1',63939,64116,63919,64136,'是','*',1,'*','*',
'酒泉-1','卫星-1',88409,88854,88389,88874,'是','*',2,'*','*',
'酒泉-1','卫星-1',94497,95619,94477,95639,'是','*',2,'*','*',
'酒泉-1','卫星-1',101043,102179,101023,102199,'是','*',2,'*','*',
'酒泉-1','卫星-1',108071,108536,108051,108556,'是','*',2,'*','*',
'酒泉-1','卫星-1',129214,129555,129194,129575,'是','*',2,'*','*',
'酒泉-1','卫星-1',135526,136649,135506,136669,'是','*',2,'*','*',
'酒泉-1','卫星-1',142080,143216,142060,143236,'是','*',2,'*','*',
'酒泉-1','卫星-1',148815,149351,148795,149371,'是','*',2,'*','*',
'酒泉-1','卫星-1',179553,180629,179533,180649,'是','*',3,'*','*',
'酒泉-1','卫星-1',186042,187208,186022,187228,'是','*',3,'*','*',
'酒泉-1','卫星-1',192947,193633,192927,193653,'是','*',3,'*','*',
'酒泉-1','卫星-1',220559,221634,220539,221654,'是','*',3,'*','*',
'酒泉-1','卫星-1',227094,228259,227074,228279,'是','*',3,'*','*',
'酒泉-1','卫星-1',233773,234493,233753,234513,'是','*',3,'*','*',
'酒泉-2','卫星-1',3249,3913,3229,3933,'是','*',1,'*','*',
'酒泉-2','卫星-1',9452,10608,9432,10628,'是','*',1,'*','*',
'酒泉-2','卫星-1',16056,17150,16036,17170,'是','*',1,'*','*',
'酒泉-2','卫星-1',44087,44709,44067,44729,'是','*',1,'*','*',
'酒泉-2','卫星-1',50495,51652,50475,51672,'是','*',1,'*','*',
'酒泉-2','卫星-1',57067,58161,57047,58181,'是','*',1,'*','*',
'酒泉-2','卫星-1',63931,64120,63911,64140,'是','*',1,'*','*',
'酒泉-2','卫星-1',88409,88858,88389,88878,'是','*',2,'*','*',
'酒泉-2','卫星-1',94498,95621,94478,95641,'是','*',2,'*','*',
'酒泉-2','卫星-1',101044,102181,101024,102201,'是','*',2,'*','*',
'酒泉-2','卫星-1',108071,108540,108051,108560,'是','*',2,'*','*',
'酒泉-2','卫星-1',129208,129557,129188,129577,'是','*',2,'*','*',
'酒泉-2','卫星-1',135524,136647,135504,136667,'是','*',2,'*','*',
'酒泉-2','卫星-1',142078,143214,142058,143234,'是','*',2,'*','*',
'酒泉-2','卫星-1',148811,149350,148791,149370,'是','*',2,'*','*',
'酒泉-2','卫星-1',179555,180631,179535,180651,'是','*',3,'*','*',
'酒泉-2','卫星-1',186044,187209,186024,187229,'是','*',3,'*','*',
'酒泉-2','卫星-1',192948,193637,192928,193657,'是','*',3,'*','*',
'酒泉-2','卫星-1',220557,221632,220537,221652,'是','*',3,'*','*',
'酒泉-2','卫星-1',227092,228257,227072,228277,'是','*',3,'*','*',
'酒泉-2','卫星-1',233771,234492,233751,234512,'是','*',3,'*','*',
'深圳-1','卫星-1',2710,3681,2690,3701,'是','*',1,'*','*',
'深圳-1','卫星-1',9132,10298,9112,10318,'是','*',1,'*','*',
'深圳-1','卫星-1',16163,16493,16143,16513,'是','*',1,'*','*',
'深圳-1','卫星-1',44368,45292,44348,45312,'是','*',1,'*','*',
'深圳-1','卫星-1',50816,51989,50796,52009,'是','*',1,'*','*',
'深圳-1','卫星-1',57605,58160,57585,58180,'是','*',1,'*','*',
'深圳-1','卫星-1',87806,88657,87786,88677,'是','*',2,'*','*',
'深圳-1','卫星-1',94146,95327,94126,95347,'是','*',2,'*','*',
'深圳-1','卫星-1',100995,101669,100975,101689,'是','*',2,'*','*',
'深圳-1','卫星-1',129452,130227,129432,130247,'是','*',2,'*','*',
'深圳-1','卫星-1',135836,137018,135816,137038,'是','*',2,'*','*',
'深圳-1','卫星-1',142537,143311,142517,143331,'是','*',2,'*','*',
'深圳-1','卫星-1',172933,173610,172913,173630,'是','*',3,'*','*',
'深圳-1','卫星-1',179170,180349,179150,180369,'是','*',3,'*','*',
'深圳-1','卫星-1',185911,186768,185891,186788,'是','*',3,'*','*',
'深圳-1','卫星-1',214577,215114,214557,215134,'是','*',3,'*','*',
'深圳-1','卫星-1',220862,222037,220842,222057,'是','*',3,'*','*',
'深圳-1','卫星-1',227503,228420,227483,228440,'是','*',3,'*','*',
'深圳-1','卫星-1',258127,258502,258107,258522,'是','*',3,'*','*',
'深圳-2','卫星-1',2708,3679,2688,3699,'是','*',1,'*','*',
'深圳-2','卫星-1',9130,10296,9110,10316,'是','*',1,'*','*',
'深圳-2','卫星-1',16162,16489,16142,16509,'是','*',1,'*','*',
'深圳-2','卫星-1',44370,45294,44350,45314,'是','*',1,'*','*',
'深圳-2','卫星-1',50818,51991,50798,52011,'是','*',1,'*','*',
'深圳-2','卫星-1',57608,58161,57588,58181,'是','*',1,'*','*',
'深圳-2','卫星-1',87805,88655,87785,88675,'是','*',2,'*','*',
'深圳-2','卫星-1',94144,95325,94124,95345,'是','*',2,'*','*',
'深圳-2','卫星-1',100994,101666,100974,101686,'是','*',2,'*','*',
'深圳-2','卫星-1',129455,130228,129435,130248,'是','*',2,'*','*',
'深圳-2','卫星-1',135838,137020,135818,137040,'是','*',2,'*','*',
'深圳-2','卫星-1',142539,143312,142519,143332,'是','*',2,'*','*',
'深圳-2','卫星-1',172932,173607,172912,173627,'是','*',3,'*','*',
'深圳-2','卫星-1',179168,180348,179148,180368,'是','*',3,'*','*',
'深圳-2','卫星-1',185909,186766,185889,186786,'是','*',3,'*','*',
'深圳-2','卫星-1',214580,215115,214560,215135,'是','*',3,'*','*',
'深圳-2','卫星-1',220864,222039,220844,222059,'是','*',3,'*','*',
'深圳-2','卫星-1',227506,228422,227486,228442,'是','*',3,'*','*',
'深圳-2','卫星-1',258127,258499,258107,258519,'是','*',3,'*','*',
'拉萨-1','卫星-1',9322,10391,9302,10411,'是','*',1,'*','*',
'拉萨-1','卫星-1',15821,16963,15801,16983,'是','*',1,'*','*',
'拉萨-1','卫星-1',50721,51770,50701,51790,'是','*',1,'*','*',
'拉萨-1','卫星-1',57236,58387,57216,58407,'是','*',1,'*','*',
'拉萨-1','卫星-1',64062,64467,64042,64487,'是','*',1,'*','*',
'拉萨-1','卫星-1',94394,95388,94374,95408,'是','*',2,'*','*',
'拉萨-1','卫星-1',100824,101995,100804,102015,'是','*',2,'*','*',
'拉萨-1','卫星-1',107761,108321,107741,108341,'是','*',2,'*','*',
'拉萨-1','卫星-1',135773,136736,135753,136756,'是','*',2,'*','*',
'拉萨-1','卫星-1',142251,143425,142231,143445,'是','*',2,'*','*',
'拉萨-1','卫星-1',148975,149648,148955,149668,'是','*',2,'*','*',
'拉萨-1','卫星-1',179483,180375,179463,180395,'是','*',3,'*','*',
'拉萨-1','卫星-1',185838,187021,185818,187041,'是','*',3,'*','*',
'拉萨-1','卫星-1',192652,193428,192632,193448,'是','*',3,'*','*',
'拉萨-1','卫星-1',220839,221681,220819,221701,'是','*',3,'*','*',
'拉萨-1','卫星-1',227270,228454,227250,228474,'是','*',3,'*','*',
'拉萨-1','卫星-1',233936,234774,233916,234794,'是','*',3,'*','*',
'拉萨-2','卫星-1',9320,10389,9300,10409,'是','*',1,'*','*',
'拉萨-2','卫星-1',15819,16961,15799,16981,'是','*',1,'*','*',
'拉萨-2','卫星-1',50723,51772,50703,51792,'是','*',1,'*','*',
'拉萨-2','卫星-1',57238,58388,57218,58408,'是','*',1,'*','*',
'拉萨-2','卫星-1',64065,64467,64045,64487,'是','*',1,'*','*',
'拉萨-2','卫星-1',94392,95386,94372,95406,'是','*',2,'*','*',
'拉萨-2','卫星-1',100822,101993,100802,102013,'是','*',2,'*','*',
'拉萨-2','卫星-1',107760,108318,107740,108338,'是','*',2,'*','*',
'拉萨-2','卫星-1',135775,136738,135755,136758,'是','*',2,'*','*',
'拉萨-2','卫星-1',142252,143427,142232,143447,'是','*',2,'*','*',
'拉萨-2','卫星-1',148978,149649,148958,149669,'是','*',2,'*','*',
'拉萨-2','卫星-1',179482,180373,179462,180393,'是','*',3,'*','*',
'拉萨-2','卫星-1',185836,187019,185816,187039,'是','*',3,'*','*',
'拉萨-2','卫星-1',192651,193426,192631,193446,'是','*',3,'*','*',
'拉萨-2','卫星-1',220841,221683,220821,221703,'是','*',3,'*','*',
'拉萨-2','卫星-1',227272,228456,227252,228476,'是','*',3,'*','*',
'拉萨-2','卫星-1',233938,234775,233918,234795,'是','*',3,'*','*',
'重庆-1','卫星-1',2952,3753,2932,3773,'是','*',1,'*','*',
'重庆-1','卫星-1',9249,10432,9229,10452,'是','*',1,'*','*',
'重庆-1','卫星-1',15999,16876,15979,16896,'是','*',1,'*','*',
'重庆-1','卫星-1',44293,45023,44273,45043,'是','*',1,'*','*',
'重庆-1','卫星-1',50683,51864,50663,51884,'是','*',1,'*','*',
'重庆-1','卫星-1',57318,58239,57298,58259,'是','*',1,'*','*',
'重庆-1','卫星-1',88087,88706,88067,88726,'是','*',2,'*','*',
'重庆-1','卫星-1',94280,95450,94260,95470,'是','*',2,'*','*',
'重庆-1','卫星-1',100950,101938,100930,101958,'是','*',2,'*','*',
'重庆-1','卫星-1',129415,129896,129395,129916,'是','*',2,'*','*',
'重庆-1','卫星-1',135710,136876,135690,136896,'是','*',2,'*','*',
'重庆-1','卫星-1',142308,143323,142288,143343,'是','*',2,'*','*',
'重庆-1','卫星-1',173301,173589,173281,173609,'是','*',3,'*','*',
'重庆-1','卫星-1',179322,180464,179302,180484,'是','*',3,'*','*',
'重庆-1','卫星-1',185920,186987,185900,187007,'是','*',3,'*','*',
'重庆-1','卫星-1',220743,221876,220723,221896,'是','*',3,'*','*',
'重庆-1','卫星-1',227308,228392,227288,228412,'是','*',3,'*','*',
'重庆-2','卫星-1',2953,3755,2933,3775,'是','*',1,'*','*',
'重庆-2','卫星-1',9251,10434,9231,10454,'是','*',1,'*','*',
'重庆-2','卫星-1',16000,16879,15980,16899,'是','*',1,'*','*',
'重庆-2','卫星-1',44290,45021,44270,45041,'是','*',1,'*','*',
'重庆-2','卫星-1',50681,51862,50661,51882,'是','*',1,'*','*',
'重庆-2','卫星-1',57316,58238,57296,58258,'是','*',1,'*','*',
'重庆-2','卫星-1',88088,88709,88068,88729,'是','*',2,'*','*',
'重庆-2','卫星-1',94282,95452,94262,95472,'是','*',2,'*','*',
'重庆-2','卫星-1',100952,101940,100932,101960,'是','*',2,'*','*',
'重庆-2','卫星-1',129411,129896,129391,129916,'是','*',2,'*','*',
'重庆-2','卫星-1',135708,136874,135688,136894,'是','*',2,'*','*',
'重庆-2','卫星-1',142306,143322,142286,143342,'是','*',2,'*','*',
'重庆-2','卫星-1',173301,173593,173281,173613,'是','*',3,'*','*',
'重庆-2','卫星-1',179323,180465,179303,180485,'是','*',3,'*','*',
'重庆-2','卫星-1',185922,186989,185902,187009,'是','*',3,'*','*',
'重庆-2','卫星-1',220741,221874,220721,221894,'是','*',3,'*','*',
'重庆-2','卫星-1',227306,228390,227286,228410,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',3659,3791,3639,3811,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',9589,10654,9569,10674,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',16059,17237,16039,17257,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',22884,23725,22864,23745,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',50429,51502,50409,51522,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',56969,58144,56949,58164,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',63605,64444,63585,64464,'是','*',1,'*','*',
'乌鲁木齐-1','卫星-1',94656,95661,94636,95681,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',101072,102259,101052,102279,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',107829,108769,107809,108789,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',135462,136474,135442,136494,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',141988,143174,141968,143194,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',148602,149536,148582,149556,'是','*',2,'*','*',
'乌鲁木齐-1','卫星-1',179736,180664,179716,180684,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',186094,187279,186074,187299,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',192789,193806,192769,193826,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',220500,221434,220480,221454,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',227008,228195,226988,228215,'是','*',3,'*','*',
'乌鲁木齐-1','卫星-1',233605,234614,233585,234634,'是','*',3,'*','*',
'北京-2','卫星-1',2975,4045,2955,4065,'是','*',1,'*','*',
'北京-2','卫星-1',9457,10625,9437,10645,'是','*',1,'*','*',
'北京-2','卫星-1',16346,17061,16326,17081,'是','*',1,'*','*',
'北京-2','卫星-1',43966,45035,43946,45055,'是','*',1,'*','*',
'北京-2','卫星-1',50500,51667,50480,51687,'是','*',1,'*','*',
'北京-2','卫星-1',57171,57915,57151,57935,'是','*',1,'*','*',
'北京-2','卫星-1',88043,89050,88023,89070,'是','*',2,'*','*',
'北京-2','卫星-1',94467,95650,94447,95670,'是','*',2,'*','*',
'北京-2','卫星-1',101270,102123,101250,102143,'是','*',2,'*','*',
'北京-2','卫星-1',129004,130006,128984,130026,'是','*',2,'*','*',
'北京-2','卫星-1',135517,136700,135497,136720,'是','*',2,'*','*',
'北京-2','卫星-1',142155,143023,142135,143043,'是','*',2,'*','*',
'北京-2','卫星-1',173125,174049,173105,174069,'是','*',3,'*','*',
'北京-2','卫星-1',179485,180672,179465,180692,'是','*',3,'*','*',
'北京-2','卫星-1',186216,187172,186196,187192,'是','*',3,'*','*',
'北京-2','卫星-1',214048,214963,214028,214983,'是','*',3,'*','*',
'北京-2','卫星-1',220538,221724,220518,221744,'是','*',3,'*','*',
'北京-2','卫星-1',227150,228113,227130,228133,'是','*',3,'*','*',
'北京-2','卫星-1',258222,259039,258202,259059,'是','*',3,'*','*',
